Time(s):,Sensor1x:,Sensor1y:,Sensor1z:,Sensor2x:,Sensor2y:,Sensor2z:,Sensor3x:,Sensor3y:,Sensor3z:,Sensor4x:,Sensor4y:,Sensor4z:
15.85,2,-2,-6,-8,5,4,0,7,-35,2,0,0
15.89,6,0,-14,-3,7,4,3,12,-47,0,2,4
15.92,0,0,-6,-10,10,4,-2,10,-55,4,2,7
15.95,0,0,-10,-5,12,-10,3,14,-66,0,2,4
16.00,2,-2,-10,-8,7,-7,0,12,-74,2,4,7
16.04,-3,3,-10,-3,7,-10,0,12,-86,0,9,11
16.08,4,0,-10,-8,7,0,5,12,-93,2,7,11
16.12,4,5,-10,-5,5,0,8,12,-109,0,7,11
16.17,0,3,-10,-8,5,4,10,14,-113,0,7,7
16.20,2,3,-14,-5,5,0,12,12,-124,2,12,15
16.24,4,-2,-6,-5,7,4,17,12,-120,0,12,11
16.28,0,-2,-10,0,7,0,17,14,-120,2,7,15
16.32,2,5,-14,-3,10,0,17,12,-109,0,9,7
16.36,2,0,-14,-3,10,-4,15,17,-86,4,12,7
16.40,-3,-2,-14,-5,5,0,12,14,-55,0,4,7
16.44,0,-2,-10,-3,10,-4,10,7,-39,2,4,7
16.48,0,0,-10,-5,10,4,5,10,-39,-3,2,4
16.53,4,0,-10,-3,3,4,3,5,-24,2,0,0
16.58,0,5,-6,-8,5,4,3,7,-24,0,0,4
16.62,2,0,-10,-5,10,0,0,2,-20,2,0,4
16.67,2,0,-6,-8,0,0,0,5,-24,2,0,4
16.72,0,-2,-10,-5,5,0,-2,5,-16,0,2,4
16.76,-3,0,-6,-3,5,0,0,2,-16,4,-3,0
16.81,2,-5,-14,-5,10,-4,0,5,-16,0,0,0
16.86,-3,0,-10,-3,5,0,3,7,-12,2,-3,4
16.90,0,0,-10,-8,5,-4,-2,2,-8,2,2,0
16.95,0,-2,-6,-5,5,-7,0,0,-12,2,0,-4
16.99,2,0,-6,2,5,-4,0,2,-8,0,4,0
17.02,-3,-2,-10,-5,5,4,0,2,-12,2,0,7
17.06,0,-5,-6,-5,5,-7,0,2,-12,0,0,4
17.10,-5,-2,-22,-5,5,0,-2,2,-16,0,-3,4
17.16,2,3,-14,-8,7,-7,3,5,-20,4,2,4
17.20,0,0,-10,0,7,-4,-2,5,-12,0,4,0
17.25,4,3,-14,0,7,-4,0,2,-16,2,0,0
17.29,4,3,-10,-3,5,-7,-2,0,-8,0,2,4
17.32,-3,3,-18,-5,3,-4,-4,2,-8,4,-3,7
17.36,0,-2,-14,-3,5,-4,0,5,-8,2,2,4
17.39,0,0,-6,-3,5,0,0,5,-12,4,2,0
17.43,0,-2,-10,-3,5,0,0,2,-20,0,0,-4
17.48,0,0,-14,0,5,4,0,0,-20,-3,4,7
17.52,-3,-5,-6,-5,3,-7,-2,0,-8,4,0,0
17.57,2,-5,-10,-5,5,-7,-4,5,-8,4,-3,4
17.62,0,3,-10,-5,5,4,-2,0,-4,0,0,4
17.66,2,0,-10,-3,3,0,0,2,-8,4,0,0
17.71,4,-2,-10,-3,5,-4,0,-2,-16,2,0,4
17.76,0,-5,-10,-10,5,-4,0,0,-8,0,2,-4
17.81,2,0,-10,-3,3,-4,-2,0,-8,2,0,0
17.85,4,-5,-10,-5,5,0,-2,0,-12,2,2,-4
17.90,2,-5,-10,-5,5,-4,3,5,-12,4,-5,-4
17.93,-3,-2,-6,-8,5,-4,0,0,-8,2,2,-4
17.97,0,0,-18,-5,3,4,0,5,-8,4,2,-4
18.02,2,3,-10,-3,5,-7,0,5,-12,4,0,0
18.06,-3,-2,-10,-3,10,0,-4,0,-8,0,-3,4
18.11,0,-2,-3,-5,3,0,5,0,-8,0,-3,-4
18.16,2,-2,-3,0,7,4,3,-2,-12,2,0,-8
18.21,0,-7,-3,-3,3,0,-2,0,-4,2,-8,-4
18.25,2,0,-10,-5,0,-10,3,5,-8,2,2,4
18.30,0,-2,-10,-3,5,-4,3,2,-8,0,2,-4
18.35,0,-5,-6,-3,0,0,-2,2,-4,2,-3,0
18.39,-3,0,-6,-3,0,-7,3,2,-8,2,0,4
18.44,-3,-5,-6,0,3,0,-2,2,-12,0,-3,7
18.47,2,5,-10,0,7,-7,5,0,-4,4,-5,0
18.51,2,-5,-10,-3,5,-4,3,-2,-12,0,-3,-8
18.54,2,-5,-14,-5,3,-10,-4,2,-8,2,0,0
18.58,0,-2,-10,0,3,0,3,2,-4,2,-5,0
18.61,2,0,-10,-5,3,-10,0,-2,-16,-3,-3,0
18.65,0,-5,-10,-5,3,-4,0,2,-12,2,0,-4
18.70,0,-2,-10,0,5,-4,3,2,-8,0,0,-4
18.75,0,-9,-6,-3,3,-4,0,2,0,4,-3,0
18.79,2,-2,-14,-3,3,-4,3,2,-4,0,-3,0
18.84,-3,3,-10,-3,3,-7,-2,2,-4,2,-3,4
18.87,2,-2,-10,-5,7,4,0,0,-4,2,0,4
18.91,4,-2,-10,-8,7,-7,0,5,-8,2,0,-4
18.95,0,3,-18,0,5,-4,0,0,-4,4,2,0
18.98,2,0,-14,-3,5,-7,0,2,-4,4,0,-4
19.03,0,-9,-6,-5,3,0,3,-5,-4,0,-3,0
19.07,0,5,-10,-5,3,0,3,5,-8,4,-5,0
19.10,2,0,-18,0,0,-7,-4,0,-4,0,-3,-4
19.15,0,-2,-3,-10,3,-7,-2,0,-8,4,-3,-4
19.19,2,0,-3,0,5,-7,-4,5,-12,2,0,4
19.22,4,-2,-10,-3,3,-7,-4,0,-8,4,0,4
19.27,2,-5,-14,-5,3,-4,0,0,-4,0,2,0
19.30,0,0,-10,0,3,-7,0,0,-8,-3,-3,4
19.34,2,-2,-10,-8,5,-4,3,0,-8,-3,2,0
19.39,6,-2,-18,-5,3,-4,-2,0,-8,-3,-5,-4
19.43,2,-2,-10,-3,5,-7,-2,5,-12,-3,-5,0
19.48,0,-7,-6,-3,3,-7,-4,0,-4,0,0,0
19.52,2,-5,-14,-3,5,0,0,2,-8,4,-5,-4
19.55,2,0,-14,-3,5,-4,5,-2,-8,2,0,0
19.59,0,-5,-14,-5,3,-4,-2,-2,0,2,-3,4
19.64,4,-2,-14,-5,5,-7,3,2,-12,4,-5,0
19.67,2,-5,-14,0,5,-4,-2,2,-12,0,-3,0
19.71,2,-7,-10,-5,-2,-10,0,0,-12,0,-3,-4
19.76,0,0,-10,-3,3,-7,0,0,-4,-3,0,0
19.81,4,3,-6,-3,0,-4,-2,5,0,0,0,4
19.86,0,-5,-18,-5,3,-4,0,0,-4,0,0,-12
19.90,-3,-7,-6,-3,0,-7,3,0,-4,2,-3,0
19.94,2,-2,-14,-5,5,-10,0,2,-8,0,-5,-4
19.97,2,-2,-6,-3,3,-4,0,-2,-12,2,2,4
20.01,-3,3,-10,0,0,-4,0,-2,-8,2,0,0
20.05,4,0,-18,-3,3,-7,0,2,0,2,-5,7
20.09,6,-2,-6,-5,5,-7,3,0,-4,0,0,0
20.13,2,-5,-10,0,0,-10,3,-2,-8,2,-3,-8
20.18,0,-7,-10,0,3,-10,-2,0,-4,2,-5,0
20.23,2,-2,-14,0,3,-10,-2,0,-12,0,0,0
20.27,0,-2,-10,-5,3,-10,-4,-2,-12,0,-3,-4
20.30,0,-2,-10,-3,0,-7,-2,-2,-12,2,-3,-4
20.34,0,-2,0,-5,5,-4,-4,0,-12,2,-5,0
20.37,4,-2,-10,-5,3,-7,8,0,-4,2,-5,0
20.42,6,-5,-14,-3,3,-10,0,0,-8,2,-3,4
20.46,2,-5,-14,-3,5,0,3,0,-8,2,-3,0
20.51,0,-5,-6,-5,3,-7,3,-2,-4,-3,2,4
20.55,4,-2,-14,-5,3,-7,3,0,-8,4,-3,0
20.60,0,0,-10,0,3,-10,3,2,-4,0,-5,-4
20.65,4,0,-6,-5,3,-10,3,2,-8,2,-3,-4
20.70,4,-2,-14,-5,3,-14,3,0,-4,2,0,4
20.74,4,-5,-6,-3,0,4,-2,2,-8,-3,-3,-4
20.77,2,-5,-10,-5,7,4,-2,2,-4,0,-3,4
20.81,0,-5,-10,2,5,-10,0,0,-4,0,-3,-4
20.86,0,-5,-14,-3,5,-7,3,0,-12,2,0,-4
20.91,2,-5,-10,-5,-2,-4,3,2,-4,2,-3,-4
20.96,4,-2,-10,0,5,0,-4,0,-8,0,-3,0
21.01,0,-2,-6,-8,3,-4,3,0,-4,7,-3,0
21.05,4,-5,-10,-5,3,-7,0,-2,-4,-3,-3,-4
21.10,2,-2,-6,-5,5,-7,0,-2,-8,2,-3,-4
21.15,0,-7,-10,4,3,-7,0,2,-8,2,-5,4
21.19,2,-7,-6,0,3,-10,3,0,-4,7,-3,4
21.22,0,-5,0,-5,5,-4,0,0,-12,-3,-5,-4
21.26,4,-5,-14,-3,3,-10,0,-2,-16,0,-5,7
21.29,2,-5,-14,-5,3,-7,3,2,0,2,-5,0
21.34,2,-5,-14,-5,5,-7,3,0,-12,2,0,-4
21.38,-3,-5,-10,-3,0,-4,-2,-2,-8,-3,-3,0
21.43,2,-2,-14,-3,5,0,0,0,-4,4,-3,0
21.48,0,-5,-14,-3,3,0,3,0,-8,2,2,4
21.51,2,0,-10,-5,0,-7,5,0,0,2,-3,-4
21.54,4,-2,-18,-3,-5,-4,-2,0,-8,4,-5,4
21.59,2,-5,-10,-5,5,-7,-2,-2,-8,4,-3,-4
21.64,2,-5,-10,0,5,-10,-2,2,-12,2,0,0
21.68,4,-5,-10,0,3,-10,-2,0,-8,4,-3,4
21.73,0,-7,-14,-5,0,-7,-4,2,-4,0,-5,0
21.78,-5,0,-18,-5,5,-7,-2,0,-8,0,-3,0
21.83,2,0,-14,-5,7,0,3,0,-8,2,0,-4
21.86,2,-9,-6,-3,0,-7,0,0,-8,-3,-3,-12
21.90,2,-7,-10,-3,-2,-10,0,2,0,0,-3,-4
21.95,0,-5,-6,-3,5,-4,5,0,-8,2,-8,4
22.00,2,-7,-10,-5,5,0,3,-2,-8,2,-5,-8
22.04,0,-5,-18,0,0,-10,3,0,3,2,-5,-8
22.09,6,-5,-6,-5,0,-4,5,-5,-12,4,-5,4
22.12,2,-7,-10,-8,0,-10,0,-5,-4,2,-5,0
22.16,2,-7,-18,-3,0,-7,5,-2,-4,2,0,0
22.21,-3,-7,-6,-3,0,-14,3,0,-12,2,-3,0
22.25,6,-12,-6,-3,3,-7,-2,-2,-4,-3,-3,-8
22.30,0,-5,-6,0,3,-10,-2,-5,-12,2,-5,-4
22.35,-3,0,-14,2,3,-14,-4,2,-16,4,-5,0
22.39,4,-7,-6,2,0,-10,0,2,-8,7,-5,0
22.42,-3,-5,-10,-5,0,-7,3,2,0,2,-5,4
22.47,6,-7,-18,-3,3,-4,-2,-2,-4,4,-3,0
22.51,0,-7,-6,-5,0,-4,-2,0,-12,2,-5,0
22.56,2,-2,-6,-3,-2,-10,3,0,-4,-3,-5,-4
22.60,2,-5,-14,-5,0,-7,3,2,-8,4,-3,-8
22.63,2,-7,0,-3,5,-7,0,2,-8,2,-5,-4
22.67,2,-5,-14,-5,3,-4,0,-5,-4,2,0,0
22.72,0,-5,-10,-3,3,0,0,2,-4,2,-5,4
22.77,2,-7,-6,-5,3,0,0,-5,-4,4,-5,4
22.82,4,-7,-10,-3,-5,-4,0,2,-12,4,-5,-4
22.86,4,-2,-6,2,-2,0,0,-2,-12,2,-3,-4
22.91,0,-7,-10,-3,0,-10,0,-2,-8,4,0,-4
22.94,4,0,-14,-3,3,-4,0,0,0,2,0,0
22.98,2,-7,-14,-3,5,-4,0,-2,0,2,-3,-8
23.03,4,-5,-6,-3,5,0,-2,5,-12,4,-5,4
23.07,4,-5,-10,-3,3,-10,0,0,-12,0,0,-4
23.10,0,-2,-14,-3,3,-7,0,-5,-4,2,-5,0
23.14,-3,-12,-18,0,3,-7,3,2,-8,0,-5,0
23.19,0,-9,-26,0,5,-4,3,0,-4,0,-3,-4
23.24,0,0,-6,-5,3,0,3,5,-4,4,-3,0
23.28,4,-5,-14,-3,5,-7,0,0,-4,2,-3,0
23.33,-3,-5,-6,-5,0,-7,0,-2,-8,0,-3,-4
23.38,-3,-2,-10,-8,3,-10,0,0,-4,0,-3,4
23.42,2,-12,-10,-5,5,-7,-2,-2,-4,4,0,4
23.45,0,-2,-10,0,3,-7,5,-5,0,2,-5,0
23.50,0,-5,-10,-3,0,-14,0,5,-4,0,0,0
23.53,0,-7,-10,-5,0,-4,0,-2,-12,4,0,0
23.57,0,-7,-3,0,3,-7,0,-2,-4,2,2,0
23.60,0,-2,-6,-5,0,-4,3,0,-4,4,-3,-4
23.64,0,-2,-10,0,0,0,0,-2,-12,7,-5,4
23.68,-3,-5,-3,-5,5,-10,-2,-2,-12,2,-3,0
23.71,4,-2,-6,-3,0,-4,-2,2,0,4,0,0
23.76,2,-9,-6,0,3,-4,0,2,0,2,2,0
23.80,2,-5,-10,-3,3,-10,0,-2,-4,0,-3,0
23.85,2,-2,-6,-3,-2,-10,-4,5,-8,2,-3,0
23.88,0,-5,-10,-3,0,0,0,0,-8,0,0,4
23.92,-3,-7,-3,-8,0,-10,0,-5,-4,0,-3,-4
23.97,0,0,-14,-3,3,0,5,2,3,2,-3,4
24.02,2,-7,-10,-5,3,-7,0,0,-4,2,0,-8
24.07,2,-7,-10,-3,3,4,0,0,-4,2,-3,-4
24.11,0,-5,0,0,3,-7,-2,2,-4,-5,0,-4
24.16,2,-7,-10,-3,3,-4,-2,0,-4,2,0,-4
24.21,2,-7,-6,-5,5,-7,-2,2,-12,2,0,0
24.26,2,0,-10,-3,-2,-7,0,0,0,0,-3,0
24.31,0,-5,-10,-5,3,-10,0,2,-8,4,-3,-4
24.36,2,0,-10,-3,3,-14,-2,2,-8,2,-3,7
24.39,4,-5,-10,-3,0,-4,0,5,-8,2,0,0
24.43,-5,-7,-14,2,0,0,3,0,-4,4,-3,-8
24.47,4,-5,-14,-3,7,-14,-2,0,-8,0,-3,-4
24.52,0,-5,-14,-5,3,-10,-2,-5,-8,4,0,0
24.56,0,-7,-10,-3,7,-7,3,2,-4,0,-3,4
24.61,2,-5,-10,-5,3,-4,-4,5,-4,0,-3,-8
24.66,2,-2,-10,0,0,-10,3,2,-8,2,0,4
24.70,-3,-5,-10,-3,5,-10,0,2,-8,0,-3,0
24.75,4,-2,-6,-8,3,-10,0,0,-4,0,-3,-4
24.80,2,3,-10,0,5,-4,-2,2,-8,2,2,-8
24.83,0,-5,-3,0,3,0,-2,2,-8,0,0,-4
24.87,2,-5,-10,-3,5,-4,3,0,-8,2,-3,-4
24.92,0,-2,-14,0,0,-7,0,2,0,2,-3,-4
24.97,-3,-5,-10,-5,3,0,3,0,-8,2,2,-4
25.01,0,-2,-14,-8,5,-4,-2,2,-4,2,2,0
25.04,2,-5,-10,-5,3,-7,8,0,-4,0,0,4
25.08,2,0,-10,-5,3,-4,-4,2,-4,2,-3,0
25.13,0,-5,-3,0,5,-7,-4,2,-4,0,2,0
25.15,4,0,-6,-3,3,0,-2,2,-4,2,-3,0
25.20,2,-7,-10,0,3,-4,0,5,-4,0,-8,0
25.25,6,-5,-3,0,7,-7,-2,0,0,2,-3,-8
25.28,-5,0,-14,-5,7,-10,0,2,-12,0,-3,0
25.32,2,-5,-10,-3,0,-7,-2,0,-8,2,-3,0
25.37,2,0,-10,-5,0,-4,3,0,-4,4,2,4
25.42,-3,-5,-10,2,10,-7,-4,0,-4,0,0,4
25.44,-3,-7,-6,-3,3,-7,0,0,-12,0,-3,0
25.49,4,-5,-14,-8,3,-10,0,7,-4,2,4,0
25.54,2,-5,-10,0,0,-4,0,0,-4,0,-3,-4
25.58,4,-5,-18,0,3,0,0,2,-4,2,-3,0
25.63,0,-9,-10,-5,3,-7,-2,-2,-4,0,-3,4
25.68,4,-5,-6,-5,3,-7,0,0,-4,2,0,-4
25.71,2,0,-10,-5,3,-7,3,0,-4,0,0,-4
25.75,2,0,-10,-3,3,-4,3,0,-8,-5,0,0
25.80,2,-5,0,0,3,-4,3,2,-8,2,0,-4
25.84,-3,-7,-6,-3,5,-7,0,0,0,2,-3,-4
25.87,2,0,-10,-5,7,-7,0,5,-4,0,0,-4
25.92,-5,-5,-14,4,0,-4,-2,-2,-4,0,0,-4
25.96,0,0,-6,-5,5,-10,0,2,-4,0,2,-4
25.99,2,-5,-14,-8,3,-4,3,0,-4,2,-10,-4
26.04,2,-2,-6,-5,5,-7,-2,2,-4,2,2,-4
26.09,0,-5,-10,-8,0,-4,0,7,-4,0,-3,-4
26.13,0,-5,-6,-5,5,-4,3,0,-4,7,0,0
26.17,2,-2,-6,-3,3,-10,0,5,-8,2,0,4
26.21,0,-7,-6,-3,5,-4,3,2,0,2,7,0
26.25,0,3,-18,-5,3,-10,0,5,-4,0,-3,-4
26.30,0,-2,-6,2,3,-7,-2,0,-4,4,-3,0
26.35,2,-5,-6,-8,7,0,-2,5,0,0,0,-12
26.40,0,-2,-10,-5,0,-7,5,2,-8,0,0,-4
26.43,6,-5,-6,-3,7,-4,0,0,0,0,-3,0
26.47,2,-2,-6,-3,10,-4,-4,2,-12,2,0,0
26.52,4,-7,-10,-3,7,-7,-2,5,-8,0,0,4
26.57,4,-2,-14,-3,0,-7,-4,0,-8,0,0,-8
26.62,2,-2,-14,-3,0,-4,-2,2,-8,-3,0,-4
26.66,0,-2,-10,0,3,-4,3,-2,-4,2,0,-4
26.71,4,-2,-10,-3,5,-7,-2,5,-8,2,-3,-4
26.74,0,-2,-6,0,3,-4,-2,0,0,-3,-3,4
26.79,-3,3,-10,-3,3,-10,-2,0,-4,0,0,0
26.83,-3,0,-10,0,5,-7,-4,0,-8,0,0,4
26.88,4,-5,-6,-3,3,-7,3,5,0,0,2,0
26.93,2,-2,-18,-3,5,-7,-2,5,3,0,-3,0
26.98,6,-7,-3,-5,3,-4,0,5,0,0,0,0
27.03,0,-5,-14,0,0,-4,-2,0,-4,7,0,0
27.06,4,-2,-10,-3,7,-7,-2,2,3,2,0,-4
27.11,0,-7,-3,0,0,-4,0,0,-4,-3,0,4
27.15,0,-2,-14,0,5,0,-2,2,-8,-5,2,0
27.20,-5,3,-14,0,5,-7,0,0,-4,2,0,0
27.25,0,0,-6,0,3,-4,0,0,-12,0,0,0
27.30,4,-5,-10,-3,-2,-7,-4,2,-8,4,-3,-8
27.35,2,-2,-14,-3,3,-7,-4,0,-12,0,-5,0
27.40,2,-5,-14,-5,7,-7,-2,-2,-4,0,7,-8
27.42,-3,0,-10,-8,3,-4,-2,2,-8,0,-3,-4
27.47,0,0,-14,-5,5,-7,-2,2,-8,-3,-3,0
27.52,4,-5,-6,-3,7,-4,0,5,-12,-3,7,4
27.57,-3,-7,-14,2,5,-4,3,5,-8,2,2,4
27.60,2,-2,-10,0,5,-4,3,2,-4,0,2,-4
27.64,0,3,-10,-5,7,0,-2,2,-4,2,0,-4
27.69,0,-7,-3,-8,3,-4,-2,0,-8,2,2,-8
27.72,4,0,0,0,3,-7,0,2,-4,-5,-5,0
27.76,0,-2,-14,-3,3,-10,-2,0,0,2,0,0
27.79,4,-2,-6,0,3,4,0,5,-4,2,-3,-4
27.84,0,0,-3,0,5,4,3,0,-4,-3,-3,0
27.89,8,-5,-6,-3,0,-4,0,2,-4,2,0,0
27.94,0,5,-10,-3,5,-10,-2,7,-4,2,0,4
27.98,0,-5,4,0,10,-4,0,2,0,2,0,-4
28.01,-5,-2,-14,-10,0,-4,-4,2,-8,4,-3,4
28.06,0,-2,-10,-3,5,4,3,7,-8,0,-3,-4
28.11,2,-2,-6,0,3,-10,0,5,-8,2,0,0
28.16,0,-2,-3,-5,5,0,-2,5,-4,2,2,0
28.19,2,-9,-10,-3,5,-4,-2,0,0,0,2,4
28.23,2,-2,-18,0,5,-4,3,2,0,2,0,-8
28.26,0,0,-14,0,3,-7,0,2,-4,2,0,0
28.28,4,-7,-10,-3,5,0,-4,5,-8,0,0,0
28.32,0,0,-14,0,3,-4,3,5,-12,4,2,-4
28.35,2,-7,-3,2,3,0,3,2,-12,2,0,0
28.40,6,-5,-6,0,3,-4,0,0,-4,4,0,-4
28.43,2,0,-22,2,3,-7,0,2,-8,4,0,-4
28.47,0,-5,-14,0,7,-7,0,-2,-4,0,0,4
28.52,4,3,-3,2,0,-7,-2,0,-4,7,-3,0
28.57,-5,3,-6,2,3,-7,-2,5,-8,2,0,-8
28.62,4,-2,-3,0,5,-7,0,0,-8,2,0,0
28.65,2,-2,-18,-5,0,-7,0,0,0,2,-3,0
28.70,0,-5,-14,-3,3,-10,-2,2,-4,0,0,-4
28.75,0,-2,-10,2,0,-4,-2,5,0,2,0,0
28.79,2,-12,-14,-3,3,-4,-2,5,-4,0,2,0
28.82,2,0,-10,-5,5,-4,0,2,-4,0,0,-4
28.85,4,3,-10,0,0,-4,-2,2,-8,2,0,-4
28.89,-3,-2,-10,-3,5,0,-2,0,-12,4,0,0
28.94,0,-7,-6,-3,3,-4,8,-2,-12,2,-3,-8
28.96,0,0,-6,0,3,-4,-2,2,-8,-5,-3,7
29.01,6,-2,-10,-3,5,-7,0,0,-12,-3,0,0
29.04,4,3,-3,-5,5,-4,0,5,-4,7,0,-8
29.07,0,-2,-14,0,3,-4,3,2,0,2,0,0
29.11,-3,-2,-10,0,5,4,-4,0,0,2,-3,0
29.14,0,-7,-3,-5,3,-4,0,2,-4,2,0,-4
29.18,4,-5,-14,0,3,0,-7,2,-12,4,-3,0
29.23,4,3,-10,0,3,-7,-2,-2,-4,0,-5,0
29.28,-3,-5,-6,-3,3,-4,0,-2,-8,-3,0,-8
29.33,0,-5,-6,-3,3,-7,0,5,0,2,0,-4
29.36,0,-7,-14,-3,0,-7,0,5,-4,4,-3,4
29.40,0,-5,-10,-3,0,0,3,2,-4,7,2,0
29.43,6,-9,-14,-3,0,-4,0,2,-4,2,2,0
29.47,-3,-5,-6,0,3,0,3,0,-12,0,0,0
29.50,-3,-2,0,2,0,-4,0,5,-4,2,-5,-4
29.55,-3,-2,-6,-3,3,-7,-2,2,-8,7,0,-4
29.58,4,0,-10,-5,0,-7,-2,0,0,2,2,-4
29.62,-3,-2,-10,-5,7,-10,0,-2,-4,0,-3,0
29.65,0,-7,-6,-8,0,-7,3,0,-20,4,-3,-4
29.70,2,-9,-10,-3,3,-4,0,-2,0,4,-3,0
29.75,4,-7,-14,-3,0,-7,-2,2,-4,7,2,0
29.77,2,-2,-18,2,3,-4,-2,-2,-8,4,-3,-4
29.82,4,-2,-14,0,3,0,-2,2,0,2,-5,4
29.87,2,3,-6,0,5,0,-2,0,-8,2,-3,-4
29.90,2,-9,-14,-3,0,0,-2,2,-8,4,0,0
29.94,2,-2,-6,-5,0,-10,5,-2,-8,0,-3,0
29.98,2,5,-3,-5,3,-7,3,0,-8,2,2,0
30.01,4,-5,-18,-3,5,-10,-2,0,0,2,2,0
30.06,8,-5,-10,0,0,-7,0,0,-4,4,0,0
30.11,0,-7,-14,0,3,-7,-2,0,-12,-3,-3,0
30.16,2,-5,-14,-3,7,0,3,0,-4,0,0,0
30.21,2,-2,-6,2,3,-4,0,0,-4,2,-3,4
30.24,2,-5,-10,0,3,-7,5,0,0,7,0,-8
30.28,-3,-2,-10,0,3,-7,0,-5,-12,4,0,4
30.33,2,-5,-18,-3,7,-7,-2,2,-8,2,-5,4
30.36,-3,-5,-3,0,0,-10,0,5,-4,-3,2,0
30.40,-3,-2,-10,-5,5,-4,-2,0,-8,0,2,-4
30.45,0,0,0,0,5,0,3,0,0,0,-3,0
30.50,4,-9,-18,-5,3,4,0,0,0,4,0,0
30.55,0,-7,-10,-3,5,-4,3,2,-4,0,-3,-8
30.60,0,-7,-18,-5,0,-10,3,2,-4,-3,0,-4
30.64,0,0,-14,2,5,-7,0,2,0,2,-5,0
30.69,6,-5,-6,-5,7,-7,3,0,0,0,0,4
30.72,0,-5,-6,0,0,-10,0,2,-8,4,0,-4
30.77,2,-2,-14,-5,5,-10,0,0,-4,0,-3,4
30.80,2,-2,-3,0,3,-7,0,0,-8,0,2,0
30.84,2,-7,0,2,7,-10,0,0,-4,0,2,-4
30.87,2,-5,-10,0,3,-7,5,2,0,7,0,-8
30.91,0,-5,-10,-5,3,-10,0,2,-8,4,0,0
30.96,0,-2,-6,-8,3,-10,3,2,-8,2,2,-4
30.99,-5,-2,-3,-5,3,0,0,0,-4,0,0,0
31.03,2,0,-3,0,5,-7,3,0,-8,0,-3,4
31.08,2,0,-10,-5,5,-10,0,2,-16,0,-5,4
31.13,0,-2,-6,-3,3,-14,0,0,-4,4,4,-4
31.16,0,-2,-10,0,5,-4,0,0,-4,2,2,-8
31.20,0,-5,-3,4,3,-10,0,0,-12,2,-5,7
31.23,2,-5,-10,-5,0,-4,3,5,0,4,-3,-4
31.28,2,-2,-10,-3,5,-4,0,-2,-8,2,-3,-4
31.32,2,-5,0,0,0,-4,3,2,-4,4,-3,-4
31.35,4,-2,-3,-5,0,-7,5,2,0,0,-3,-4
31.40,0,-9,-3,2,0,-7,0,-2,0,2,0,0
31.45,2,-5,-10,0,0,-7,0,0,-12,9,-3,-4
31.48,0,-5,-6,-5,5,-7,-4,5,-4,0,-3,4
31.52,2,-9,-6,-3,3,-7,0,2,-4,2,-3,4
31.55,6,0,-10,2,5,-4,5,5,0,4,0,-4
31.59,2,-5,-10,-8,0,-10,0,5,-8,2,-5,-4
31.62,0,-5,-10,-5,0,-4,3,-2,-8,4,0,-8
31.66,6,-5,-14,-8,5,0,-4,0,-4,2,4,-4
31.71,4,-7,-6,-3,0,-7,0,0,-8,2,0,-4
31.76,2,-5,-10,-3,5,-4,3,2,-4,4,0,-8
31.81,0,-5,-10,-8,3,-10,0,2,-4,-3,-3,0
31.86,4,0,-3,0,3,-4,-2,2,-4,0,2,0
31.91,2,-2,0,-5,3,-10,3,0,-4,4,-3,-8
31.95,8,-5,-10,-3,0,-10,5,0,-8,0,0,4
32.00,4,-5,-10,-3,3,-4,-4,2,-8,0,-3,-8
32.03,0,-2,-10,-5,5,0,-4,2,0,4,0,0
32.07,2,-7,-10,-5,0,-4,3,-2,-12,2,-3,-4
32.10,-5,-5,-14,-3,5,-10,0,0,-4,2,0,-8
32.15,2,-7,12,0,0,-14,0,2,-8,7,0,-4
32.19,6,-7,-10,0,3,-7,0,0,0,4,2,4
32.22,4,-9,0,0,7,-4,-2,2,-4,2,-3,-4
32.27,0,-5,0,0,0,-7,3,5,-8,4,-3,-4
32.31,2,-5,-3,2,0,-4,-4,-2,-4,2,0,-4
32.34,4,-5,-10,0,3,0,3,0,0,0,-3,-4
32.39,0,-7,-18,-3,3,-7,-2,-2,-4,4,0,4
32.42,4,-5,-14,-3,0,-10,0,-5,-8,4,2,0
32.46,11,-2,-3,0,5,0,3,2,3,0,0,-4
32.51,2,-5,-14,-3,3,-4,-4,2,-12,4,-3,-4
32.56,0,-5,-6,2,3,-4,0,5,-12,7,-3,0
32.61,2,-7,-3,-5,3,-7,3,0,-8,2,-8,0
32.64,4,-5,-14,-3,0,0,-2,-2,-12,2,-5,0
32.68,4,-7,-10,0,5,-4,3,2,-8,4,-5,0
32.73,0,-2,-10,-5,-2,-10,0,0,-4,0,0,-4
32.78,0,-5,0,2,3,-7,-2,-2,-16,2,2,0
32.81,2,-7,-6,0,0,-4,3,-2,-8,2,0,-4
32.85,-3,5,-6,-3,0,-4,0,2,-8,0,-8,-4
32.90,0,3,0,-8,0,-7,-2,2,-8,2,-3,0
32.95,-3,-5,-10,0,3,-4,0,2,-12,0,-3,-4
32.98,0,-5,-3,4,0,0,-2,0,-4,0,2,0
33.02,8,-5,-3,-5,3,-10,0,-2,-8,2,0,-8
33.07,4,7,-10,0,3,-4,3,5,-8,2,0,0
33.10,-5,-5,-10,-3,3,-7,3,2,-8,2,-5,4
33.14,4,-2,-6,-8,0,-4,-2,2,-8,0,-5,-4
33.17,2,0,-10,0,5,-10,0,0,-12,2,-5,0
